price,unit_price,bedroom,hall,chicken,washroom,floor,building_size,house_structu	re,building_type,building_structure,fitment,pro_limit,pro_owner,pledge,replacement,heating,transaction_owner,house_use
2800000.0,17511,3,2,1,2,2,159.9,0,0,0,1,70,1,0,1,0,0,0
1010000.0,8905,3,2,1,2,2,113.43,0,2,2,1,50,1,1,0,0,0,0
1200000.0,13637,3,2,1,1,2,88,0,0,0,1,50,1,1,1,0,0,0
430000.0,8419,1,1,1,1,0,51.08,0,0,0,0,50,1,0,0,0,0,0
1780000.0,16037,3,2,1,1,1,111,0,0,4,2,70,1,0,0,0,0,0
1190000.0,11914,3,2,1,2,1,99.89,0,0,0,1,70,0,1,0,0,0,0
1770000.0,11658,3,2,1,2,2,151.83,0,0,0,1,70,1,1,0,0,0,0
4000000.0,28014,2,2,1,2,2,142.79,0,0,0,1,50,1,0,0,0,0,0
1660000.0,13475,3,2,1,2,2,123.2,0,0,0,1,50,0,0,0,0,0,0
830000.0,8893,2,1,1,1,1,93.34,0,0,0,1,70,0,1,0,0,0,0
1280000.0,11849,3,2,1,1,1,108.03,0,0,0,1,70,0,0,0,0,0,0
1470000.0,15918,2,2,1,1,2,92.35,0,0,0,1,50,1,0,0,0,0,0
1400000.0,6989,4,2,1,2,2,200.32,0,0,0,1,70,1,0,0,0,0,0
2490000.0,20579,3,2,1,2,1,121,0,0,4,1,70,0,1,0,0,0,0
870000.0,8803,2,1,1,1,1,98.84,0,0,0,1,70,1,1,1,0,0,0
2200000.0,16924,3,2,1,2,2,130,0,0,4,1,50,1,1,0,0,0,0
1970000.0,16983,3,2,1,2,1,116,0,0,0,2,70,1,0,0,0,0,0
1280000.0,12704,2,2,1,1,0,100.76,0,0,4,1,50,0,1,0,0,0,0
300000.0,6230,2,1,1,1,2,48.16,0,0,0,0,70,0,0,0,0,0,0
1290000.0,10787,3,2,1,2,1,119.59,0,0,0,1,50,1,0,1,0,0,0
630000.0,10881,1,1,1,1,0,57.9,0,2,0,1,50,1,0,0,0,0,0
1200000.0,9944,3,2,1,1,2,120.68,1,0,1,0,70,1,0,0,0,0,0
1230000.0,14045,2,2,1,1,1,87.58,0,0,0,1,50,0,1,0,0,0,0
1270000.0,9382,3,2,1,2,1,135.37,0,0,4,0,70,1,0,0,0,0,0
1000000.0,8631,2,1,1,1,1,115.87,0,0,0,1,50,1,0,0,0,0,0
1600000.0,12384,3,2,1,2,1,129.2,0,0,0,1,70,0,1,0,0,0,0
1530000.0,16067,2,1,1,1,0,95.23,0,0,0,1,70,1,1,0,0,0,0
3090000.0,14451,4,2,1,4,2,213.84,0,0,0,1,50,1,1,0,0,0,0
680000.0,8584,2,1,1,1,1,79.22,0,0,4,0,70,1,0,0,0,0,0
940000.0,11191,2,2,1,1,0,84,0,2,0,1,50,1,0,1,0,0,0
1220000.0,13864,2,2,1,1,2,88,0,0,0,1,70,1,1,1,0,0,0
1500000.0,17046,2,2,1,1,1,88,0,0,2,2,70,1,1,1,0,0,0
1100000.0,11641,2,2,1,1,1,94.5,0,1,0,2,50,1,0,1,0,0,0
1450000.0,15666,2,2,1,1,1,92.56,0,0,0,1,70,0,1,0,0,0,0
1400000.0,15054,2,2,1,1,0,93,0,0,0,0,50,1,0,1,0,0,0
1420000.0,12515,2,2,1,1,2,113.47,0,2,0,1,50,1,0,0,0,0,0
770000.0,8637,2,1,1,1,2,89.16,0,0,4,1,70,1,0,0,0,0,0
1330000.0,13667,2,2,1,1,0,97.32,0,0,0,2,70,1,0,0,0,0,0
1130000.0,11642,2,2,1,1,0,97.07,0,0,0,1,50,1,0,0,0,0,0
1130000.0,18086,2,1,1,1,1,62.48,0,0,0,0,70,0,0,0,0,0,0
1230000.0,14098,2,2,1,1,1,87.25,0,0,0,1,70,0,1,0,0,0,0
1100000.0,12325,2,1,1,1,1,89.25,0,1,0,1,70,1,0,0,0,0,0
1050000.0,11679,2,1,1,1,2,89.91,0,0,0,2,70,1,1,0,0,0,0
970000.0,10795,2,2,1,1,2,89.86,0,0,0,1,50,0,1,0,0,0,0
445000.0,8983,1,1,1,1,1,49.54,0,0,0,1,50,0,1,0,0,0,0
890000.0,11982,3,1,1,1,1,74.28,0,0,0,0,70,1,0,0,0,0,0
1390000.0,15510,2,2,1,1,2,89.62,0,0,0,0,70,0,1,0,0,0,0
640000.0,8227,2,1,1,1,0,77.8,0,0,4,0,50,0,0,0,0,0,0
880000.0,10576,1,1,1,1,1,83.21,0,0,0,1,50,0,0,0,0,0,0
1390000.0,11454,3,2,1,2,2,121.36,0,0,0,1,70,0,0,0,0,0,0
690000.0,9174,2,1,1,1,1,75.22,0,0,0,1,50,1,1,1,0,0,0
850000.0,7599,3,1,1,1,2,111.86,0,0,0,0,70,1,0,0,0,0,0
3150000.0,18209,3,2,1,3,2,173,0,0,4,1,50,1,1,0,0,0,0
1250000.0,10615,3,2,1,2,0,117.76,0,0,0,1,70,1,1,1,0,0,0
600000.0,10345,1,1,1,1,1,58,0,2,0,0,50,1,0,1,0,0,0
1100000.0,10639,3,2,1,2,1,103.4,0,0,0,2,70,1,1,1,0,0,0
2150000.0,17068,3,2,1,2,2,125.97,0,0,0,1,70,1,1,0,0,0,0
1260000.0,11695,2,2,1,1,0,107.74,0,0,4,1,50,0,1,1,0,0,0
2200000.0,15828,3,2,1,2,1,139,0,2,0,1,50,1,0,1,0,0,0
1650000.0,12044,3,2,1,2,2,137,0,0,0,1,70,1,0,1,0,0,0
2240000.0,18409,3,2,1,1,2,121.68,0,0,0,1,50,0,0,0,0,0,0
1690000.0,14392,3,2,1,1,0,117.43,0,0,0,0,50,1,0,1,0,0,0
1520000.0,15410,2,1,1,1,0,98.64,0,0,0,1,50,0,1,1,0,0,0
1130000.0,15695,2,2,1,1,1,72,0,0,4,2,50,0,0,1,0,0,0
1250000.0,8335,3,2,1,1,1,149.98,0,0,0,0,70,1,0,0,0,0,0
4650000.0,30724,2,2,1,2,2,151.35,0,0,0,1,50,1,1,0,0,0,0
1750000.0,20229,2,2,1,1,1,86.51,0,0,0,1,70,1,1,1,0,0,0
1750000.0,10335,4,2,1,2,2,169.34,0,0,0,2,50,1,0,1,0,0,0
1790000.0,8444,4,2,1,2,1,212,0,1,0,2,70,1,0,1,0,0,0
1680000.0,13229,3,2,1,1,1,127,0,2,2,1,50,0,0,1,0,0,0
780000.0,8722,2,2,1,1,1,89.43,0,0,1,1,70,1,0,1,0,0,0
720000.0,8866,2,2,1,1,0,81.21,0,0,0,1,50,0,1,0,0,0,0
900000.0,15307,2,1,1,1,2,58.8,0,0,4,1,50,0,0,1,0,0,0
930000.0,9577,3,1,1,1,1,97.11,0,0,0,1,70,1,0,0,0,0,0
840000.0,10000,2,2,1,1,2,84,0,0,0,1,50,1,1,1,0,0,0
880000.0,9970,3,2,1,1,1,88.27,0,0,0,2,70,1,0,1,0,0,0
1150000.0,11906,2,2,1,1,0,96.59,0,0,0,1,50,1,1,0,0,0,0
430000.0,7674,2,1,1,1,0,56.04,0,1,0,1,70,1,0,0,0,0,0
1150000.0,9099,2,2,1,2,2,126.39,0,1,0,0,50,1,0,1,0,0,0
1070000.0,9061,3,2,1,1,0,118.09,0,2,0,0,70,0,1,0,0,0,0
890000.0,10696,2,1,1,1,1,83.21,0,0,0,1,50,1,0,0,0,0,0
930000.0,11773,2,2,1,1,0,79,0,0,4,0,70,1,1,0,0,0,0
730000.0,8038,2,2,1,1,2,90.82,0,0,0,0,70,1,1,0,0,0,0
690000.0,11699,2,2,1,1,1,58.98,0,0,0,1,50,1,1,0,0,0,0
1400000.0,18682,2,1,1,1,0,74.94,0,0,0,1,70,0,1,0,0,0,0
670000.0,11572,1,0,1,1,2,57.9,0,2,0,1,50,1,0,0,0,0,0
1850000.0,15372,3,2,1,1,2,120.35,0,0,0,2,70,0,0,0,0,0,0
1250000.0,10644,3,2,1,1,2,117.44,0,2,0,0,50,1,0,0,0,0,0
820000.0,10488,2,1,1,1,1,78.19,0,0,0,1,50,1,0,0,0,0,0
1070000.0,16985,2,1,1,1,1,63,0,0,0,1,70,1,1,1,0,0,0
400000.0,6765,1,1,1,1,2,59.13,0,0,0,1,70,1,0,0,0,0,0
1350000.0,12945,2,2,1,1,1,104.29,0,0,0,1,50,0,0,0,0,0,0
2290000.0,13365,3,2,1,2,0,171.35,0,0,0,1,50,1,0,0,0,0,0
750000.0,10181,2,2,1,1,1,73.67,0,0,3,1,70,1,1,0,0,0,0
2230000.0,17154,3,2,1,1,1,130,0,0,0,0,50,0,1,0,0,0,0
818000.0,8647,3,2,1,1,0,94.6,0,0,0,0,70,1,0,1,0,0,0
2280000.0,18096,3,2,1,2,2,126,0,0,0,0,50,1,0,0,0,0,0
2550000.0,19326,3,2,1,2,0,131.95,0,0,4,1,50,1,1,0,0,0,0
1070000.0,9993,2,2,1,2,1,107.08,0,0,0,0,50,1,0,0,0,0,0
1150000.0,13809,2,1,1,1,2,83.28,0,0,0,1,70,1,1,0,0,0,0
1380000.0,14527,2,2,1,1,0,95,0,0,0,0,50,1,0,1,0,0,0
1920000.0,17851,2,2,1,1,0,107.56,0,0,0,1,50,1,0,0,0,0,0
929000.0,11911,2,1,1,1,2,78,0,0,0,0,70,0,0,0,0,0,0
695000.0,10626,2,1,1,1,0,65.41,0,0,0,1,70,0,0,1,0,0,0
1260000.0,13833,2,2,1,1,0,91.09,0,0,0,0,50,0,0,0,0,0,0
1250000.0,14176,2,2,1,1,2,88.18,0,0,0,1,50,1,1,0,0,0,0
1750000.0,18066,2,2,1,1,1,96.87,0,0,0,1,70,0,0,0,0,0,0
1100000.0,9017,3,2,1,1,0,122,0,1,0,1,50,0,0,1,0,0,0
1380000.0,17661,2,1,1,1,2,78.14,0,2,0,1,70,0,1,0,0,0,0
1080000.0,14129,2,2,1,1,1,76.44,0,0,0,0,50,1,0,1,0,0,0
650000.0,7220,3,2,1,1,2,90.03,0,0,0,2,70,0,1,1,0,0,0
1120000.0,11914,2,1,1,1,2,94.01,0,0,0,1,50,1,0,1,0,0,0
2540000.0,15109,3,2,1,2,1,168.12,0,2,0,1,50,1,1,1,0,0,0
1680000.0,14031,3,2,1,2,0,119.74,0,0,0,1,50,1,0,1,0,0,0
430000.0,7685,2,1,1,1,0,55.96,0,0,0,0,70,1,1,0,0,0,0
3700000.0,24695,3,2,1,2,1,149.83,0,0,0,1,50,0,0,1,0,0,0
880000.0,12825,2,2,1,1,1,68.62,0,0,0,1,50,1,1,1,0,0,0
525000.0,9947,1,1,1,1,0,52.78,0,0,4,1,70,1,0,0,0,0,0
1140000.0,8542,3,2,1,2,1,133.46,0,0,0,1,50,1,1,0,0,0,0
1070000.0,11920,3,2,1,1,1,89.77,0,0,0,2,70,0,1,0,0,0,0
640000.0,9748,2,1,1,1,2,65.66,0,0,0,0,70,1,0,0,0,0,0
2800000.0,15910,4,2,1,2,0,176,0,2,0,1,50,1,0,0,0,0,0
920000.0,12200,2,2,1,1,0,75.41,0,0,0,1,70,1,1,0,0,0,0
1600000.0,16192,2,2,1,1,2,98.82,0,0,0,1,70,1,1,0,0,0,0
760000.0,8919,2,1,1,1,2,85.22,0,0,0,1,70,1,1,0,0,0,0
970000.0,11606,2,2,1,1,2,83.58,0,2,0,1,50,0,0,0,0,0,0
630000.0,12186,2,1,1,1,2,51.7,3,0,0,1,70,1,0,0,0,0,0
1200000.0,13873,2,2,1,1,0,86.5,0,0,0,2,70,0,1,0,0,0,0
1030000.0,12848,2,1,1,1,1,80.17,0,0,4,1,70,1,0,1,0,0,0
1250000.0,14585,2,1,1,1,0,85.71,0,0,0,0,50,0,0,1,0,0,0
1800000.0,20690,2,2,1,1,1,87,0,0,0,2,70,1,1,1,0,0,0
1050000.0,11076,2,1,1,1,1,94.8,0,1,0,2,50,1,0,1,0,0,0
1050000.0,12124,3,2,1,1,1,86.61,0,0,0,2,70,1,1,0,0,0,0
1060000.0,9815,2,2,1,1,2,108,0,0,0,0,50,1,0,1,0,0,0
1540000.0,17159,2,2,1,1,2,89.75,0,0,0,2,70,1,0,1,0,0,0
1690000.0,19883,2,1,1,1,2,85,0,0,0,1,70,0,0,0,0,0,0
1570000.0,17747,2,2,1,1,0,88.47,0,1,0,2,70,1,1,0,0,0,0
950000.0,11688,2,1,1,1,1,81.28,0,0,0,1,70,1,0,0,0,0,0
520000.0,8708,2,1,1,1,1,59.72,0,0,4,0,70,1,0,0,0,0,0
510000.0,6178,2,1,1,1,2,82.56,0,2,0,1,70,1,1,0,0,0,0
1065000.0,10143,2,2,1,2,2,105,0,0,0,1,50,0,0,0,0,0,0
760000.0,8842,2,1,1,1,2,85.96,0,0,0,1,70,1,0,1,0,0,0
780000.0,10000,2,2,1,1,0,78,0,0,0,1,50,1,0,1,0,0,0
1280000.0,15059,2,2,1,1,0,85,0,0,3,2,70,1,1,1,0,0,0
1400000.0,10072,3,2,1,2,2,139,0,1,0,1,50,1,0,1,0,0,0
1900000.0,15838,3,2,1,2,1,119.97,0,0,0,2,70,1,1,1,0,0,0
560000.0,9830,2,1,1,1,1,56.97,0,0,0,1,70,0,1,0,0,0,0
1150000.0,13621,2,2,1,1,0,84.43,0,2,0,1,50,0,0,0,0,0,0
960000.0,12959,3,2,1,1,0,74.08,0,0,0,1,70,0,1,1,0,0,0
365000.0,6337,2,1,1,1,2,57.6,0,2,1,0,70,1,0,0,0,0,0
830000.0,9485,2,2,1,1,1,87.51,0,0,4,0,50,1,0,1,0,0,0
740000.0,8846,2,1,1,1,1,83.66,0,0,3,1,70,0,0,0,0,0,0
830000.0,8855,2,2,1,1,2,93.74,0,0,0,1,50,1,1,0,0,0,0
830000.0,9116,2,2,1,1,2,91.05,0,0,0,2,50,1,0,0,0,0,0
860000.0,10239,2,1,1,1,2,84,0,2,0,0,50,0,0,0,0,0,0
1150000.0,14331,2,1,1,1,1,80.25,0,0,0,2,70,1,1,1,0,0,0
950000.0,10920,2,1,1,1,0,87,0,2,0,1,50,0,0,1,0,0,0
466000.0,7397,2,2,1,1,1,63,0,0,4,1,70,1,0,1,0,0,0
1970000.0,16555,3,2,1,1,1,119,0,0,4,1,50,1,0,1,0,0,0
650000.0,13298,1,1,1,1,1,48.88,0,0,0,0,50,1,0,1,0,0,0
565000.0,12517,1,0,1,1,1,45.14,0,0,0,0,50,0,0,1,0,0,0
1600000.0,17856,2,2,1,1,2,89.61,0,1,0,2,70,1,0,1,0,0,0
1380000.0,16527,2,1,1,1,1,83.5,0,0,0,1,50,0,0,1,0,0,0
1100000.0,11426,3,1,1,1,1,96.28,0,0,0,2,70,1,1,0,0,0,0
1290000.0,9674,3,2,1,1,1,133.36,0,0,0,1,50,1,1,0,0,0,0
570000.0,6842,2,1,1,1,1,83.31,0,0,0,2,70,1,1,0,0,0,0
830000.0,9815,2,1,1,1,1,84.57,0,0,0,1,50,1,0,0,0,0,0
710000.0,11094,1,1,1,1,1,64,0,1,0,1,70,1,0,0,0,0,0
950000.0,9637,2,1,1,1,2,98.58,0,0,0,1,70,0,0,0,0,0,0
4100000.0,20825,3,2,1,2,2,196.88,0,0,0,1,50,0,0,0,0,0,0
1200000.0,14488,2,2,1,1,2,82.83,0,0,4,1,50,1,0,0,0,0,0
1250000.0,11277,2,1,1,1,1,110.85,0,2,0,1,70,1,1,0,0,0,0
908000.0,11428,2,1,1,1,0,79.46,0,0,0,1,70,1,1,0,0,0,0
455000.0,8246,2,1,1,1,1,55.18,0,0,4,0,50,1,0,0,0,0,0
1050000.0,11347,3,2,1,1,0,92.54,0,2,0,2,70,1,0,0,0,0,0
1360000.0,11973,3,2,1,1,1,113.59,0,0,0,1,70,0,1,0,0,0,0
678000.0,9858,2,2,1,1,2,68.78,0,0,0,0,70,1,1,1,0,0,0
990000.0,12196,2,1,1,1,1,81.18,0,1,0,1,50,1,1,0,0,0,0
1780000.0,15638,2,1,1,1,1,113.83,0,2,0,1,70,0,1,0,0,0,0
1230000.0,12179,2,2,1,1,0,101,0,2,0,1,50,1,0,0,0,0,0
678000.0,7424,2,2,1,1,2,91.33,2,0,0,1,70,1,0,0,0,0,0
1400000.0,19004,3,2,1,1,2,73.67,0,0,0,1,50,1,0,0,0,0,0
840000.0,8997,2,2,1,1,2,93.37,0,0,0,1,70,1,0,0,0,0,0
670000.0,8844,2,1,1,1,2,75.76,0,0,4,1,70,1,1,0,0,0,0
3260000.0,20249,4,2,1,2,0,161,0,0,0,1,70,0,0,0,0,0,0
850000.0,9495,2,2,1,1,1,89.53,0,0,4,1,70,1,0,0,0,0,0
1490000.0,15419,3,2,1,1,1,96.64,0,0,4,1,70,1,0,0,0,0,0
1780000.0,11554,4,1,1,2,1,154.06,0,2,0,2,50,0,1,0,0,0,0
1050000.0,10097,2,1,1,1,1,104,0,0,0,1,70,1,1,0,0,0,0
1840000.0,15494,3,2,1,2,2,118.76,0,0,0,1,70,0,1,0,0,0,0
1470000.0,16432,2,2,1,1,1,89.46,0,0,0,1,70,0,0,0,0,0,0
810000.0,8187,2,2,1,1,1,98.94,0,0,0,1,70,0,0,0,0,0,0
540000.0,10397,1,1,1,1,0,51.94,0,0,4,0,70,1,0,0,0,0,0
970000.0,11062,2,2,1,1,0,87.69,0,0,0,1,70,1,1,0,0,0,0
2400000.0,16732,3,2,1,2,2,143.44,0,0,0,1,50,1,1,0,0,0,0
1050000.0,19831,1,0,1,1,1,52.95,0,1,0,0,70,0,0,0,0,0,0
1580000.0,17870,2,2,1,1,1,88.42,0,0,0,1,50,0,1,0,0,0,0
1800000.0,12924,3,2,1,2,0,139.28,0,2,0,1,50,1,0,0,0,0,0
1720000.0,15223,3,2,1,1,2,112.99,0,0,0,1,70,0,0,0,0,0,0
1080000.0,12721,3,2,1,1,0,84.9,0,0,0,1,50,1,0,1,0,0,0
1460000.0,15279,2,2,1,1,0,95.56,0,0,4,0,70,1,0,0,0,0,0
910000.0,9775,2,2,1,1,0,93.1,0,2,0,1,50,1,1,0,0,0,0
1100000.0,11402,3,2,1,1,2,96.48,0,0,0,2,70,0,1,0,0,0,0
1980000.0,18000,3,2,1,2,0,110,0,0,0,1,70,0,1,0,0,0,0
1300000.0,14286,2,2,1,1,1,91,0,0,0,1,70,1,1,0,0,0,0
1050000.0,9885,3,2,1,1,0,106.23,0,0,0,1,70,0,1,0,0,0,0
2950000.0,13240,3,2,1,5,0,222.82,0,0,0,1,40,1,0,0,0,0,0
1580000.0,12744,3,2,1,2,0,123.98,0,0,0,2,50,1,1,0,0,0,0
1400000.0,10554,3,2,1,2,1,132.66,0,0,0,1,50,0,1,0,0,0,0
1960000.0,14013,3,2,1,2,0,139.88,0,0,0,1,70,1,1,1,0,0,0
1750000.0,18818,2,1,1,1,2,93,0,0,0,1,70,1,0,0,0,0,0
2380000.0,19036,3,2,1,1,2,125.03,0,0,0,1,70,0,0,0,0,0,0
640000.0,7710,2,2,1,1,1,83.01,0,0,0,1,70,1,1,0,0,0,0
1380000.0,12995,2,2,1,1,1,106.2,0,0,0,1,50,1,1,0,0,0,0
1360000.0,15480,2,2,1,1,2,87.86,0,0,4,1,50,1,1,0,0,0,0
1030000.0,8842,2,1,1,1,1,116.5,0,1,0,0,50,1,0,0,0,0,0
1050000.0,11894,2,1,1,1,0,88.28,0,0,4,1,70,0,1,0,0,0,0
1910000.0,12764,2,2,1,2,1,149.65,0,0,0,1,50,1,0,0,0,0,0
1400000.0,14450,2,2,1,1,2,96.89,0,0,0,1,50,1,0,0,0,0,0
590000.0,8890,1,1,1,1,1,66.37,0,0,0,1,70,0,0,0,0,0,0
560000.0,14071,1,1,1,1,1,39.8,0,0,4,0,70,1,0,0,0,0,0
986000.0,10902,2,2,1,1,0,90.45,0,0,0,1,70,0,1,0,0,0,0
630000.0,11112,1,1,1,1,2,56.7,0,0,0,1,70,1,0,0,0,0,0
630000.0,10936,1,0,1,1,2,57.61,0,1,0,1,70,0,0,0,0,0,0
