price,unit_price,bedroom,hall,chicken,washroom,floor,building_size,house_structu	re,building_type,building_structure,fitment,pro_limit,pro_owner,pledge,replacement,heating,transaction_owner,house_use
1360000.0,10898,3,1,1,1,0,124.8,0,2,0,0,70,1,0,0,0,0,0
550000.0,8594,2,1,1,1,1,64,0,0,4,0,70,0,0,1,0,0,0
1230000.0,11285,3,2,1,1,0,109,0,0,0,1,70,1,1,1,0,0,0
1250000.0,11683,2,2,1,1,1,107,0,0,0,0,70,0,1,1,0,0,0
1600000.0,20780,2,1,1,1,1,77,0,0,0,1,70,1,0,1,0,0,0
528000.0,8408,2,1,1,1,0,62.8,0,0,0,0,50,1,0,1,0,0,0
1680000.0,13375,3,2,1,2,1,125.61,0,0,0,0,70,1,1,1,0,0,0
620000.0,17223,1,1,1,1,1,36,0,0,4,0,70,0,0,1,0,0,0
1210000.0,10615,3,2,1,2,2,114,0,0,0,1,50,1,1,0,0,0,0
1000000.0,10949,2,1,1,1,0,91.34,0,1,0,0,50,1,0,0,0,0,0
2200000.0,17785,3,2,1,1,1,123.7,0,0,4,1,50,0,1,0,0,0,0
920000.0,11844,2,1,1,1,2,77.68,3,0,4,1,50,0,1,1,0,0,0
740000.0,9131,2,2,1,1,1,81.05,0,0,0,1,70,0,0,1,0,0,0
1250000.0,12398,2,2,1,1,1,100.83,0,0,0,1,70,1,0,1,0,0,0
930000.0,15122,2,1,1,1,1,61.5,0,0,4,1,70,0,1,0,0,0,0
1400000.0,11865,3,2,1,2,0,118,0,0,0,1,70,1,0,1,0,0,0
1050000.0,11904,2,1,1,1,0,88.21,0,0,0,1,70,1,0,0,0,0,0
1070000.0,10765,2,2,1,1,0,99.4,0,0,0,1,50,1,0,0,0,0,0
1650000.0,18031,2,2,1,1,0,91.51,0,0,0,1,50,0,0,0,0,0,0
1200000.0,13814,2,1,1,1,1,86.87,0,0,0,2,70,1,0,0,0,0,0
1300000.0,10484,3,2,1,2,0,124,0,2,0,1,70,0,0,0,0,0,0
2420000.0,18060,3,2,1,2,0,134,0,0,0,1,50,0,0,1,0,0,0
645000.0,11437,1,1,1,1,0,56.4,0,0,0,0,50,1,0,1,0,0,0
470000.0,8704,1,1,1,1,0,54,0,1,0,1,40,1,0,1,0,0,0
1150000.0,11723,3,2,1,1,0,98.1,0,0,0,1,70,0,0,1,0,0,0
1350000.0,16342,2,1,1,1,0,82.61,0,0,0,1,70,0,1,0,0,0,0
950000.0,11243,2,1,1,1,1,84.5,0,0,0,1,70,0,1,1,0,0,0
600000.0,16000,1,1,1,1,2,37.5,0,0,4,0,70,1,0,1,0,0,0
1150000.0,13704,2,1,1,1,1,83.92,0,0,0,0,70,0,1,1,0,0,0
1150000.0,9422,3,1,1,1,0,122.06,0,1,0,1,70,1,0,0,0,0,0
1100000.0,12492,2,1,1,1,2,88.06,0,0,4,1,50,1,0,1,0,0,0
970000.0,14188,2,1,1,1,1,68.37,0,0,2,0,70,1,1,1,0,0,0
2030000.0,16026,3,2,1,2,1,126.67,0,0,0,2,70,1,0,0,0,0,0
880000.0,15945,1,1,1,1,1,55.19,0,0,0,1,50,0,0,0,0,0,0
520000.0,6934,2,1,1,1,2,75,0,2,0,0,70,1,1,1,0,0,0
1220000.0,15047,2,1,1,1,2,81.08,0,0,4,1,70,0,1,0,0,0,0
580000.0,11668,1,1,1,1,1,49.71,0,0,0,1,70,0,0,1,0,0,0
515000.0,6706,2,2,1,1,1,76.8,0,2,0,0,70,0,0,1,0,0,0
610000.0,9109,2,1,1,1,2,66.97,0,0,0,2,70,1,1,0,0,0,0
1300000.0,12381,3,2,1,1,1,105,0,0,0,2,70,1,0,1,0,0,0
1650000.0,28346,1,1,1,1,2,58.21,0,1,0,0,70,1,0,0,0,0,0
1100000.0,11044,3,2,1,1,1,99.61,0,0,4,2,70,1,1,1,0,0,0
760000.0,6230,3,2,1,2,2,122,0,0,0,2,70,0,1,0,0,0,0
1350000.0,13925,2,1,1,1,1,96.95,0,0,0,1,50,1,0,1,0,0,0
800000.0,11896,2,1,1,1,2,67.25,0,0,0,1,70,0,0,0,0,0,0
1050000.0,9549,3,2,1,1,0,109.97,0,0,0,1,70,1,0,1,0,0,0
840000.0,9024,3,2,1,1,1,93.09,0,0,0,1,50,0,1,0,0,0,0
1320000.0,13429,3,2,1,1,1,98.3,0,0,4,1,50,1,0,0,0,0,0
705000.0,10577,2,1,1,1,1,66.66,0,0,0,1,50,1,0,0,0,0,0
1050000.0,10000,2,1,1,1,1,105,0,0,0,0,50,1,0,1,0,0,0
830000.0,11628,2,2,1,1,2,71.38,0,0,0,0,70,1,1,0,0,0,0
720000.0,13154,1,1,1,2,1,54.74,0,0,0,1,50,0,1,0,0,0,0
620000.0,7390,2,1,1,1,2,83.9,0,0,0,1,70,1,0,1,0,0,0
1020000.0,12000,2,1,1,1,1,85,0,0,0,1,70,1,1,1,0,0,0
660000.0,16098,1,1,1,1,1,41,0,0,0,1,70,0,0,1,0,0,0
470000.0,7315,2,1,1,1,1,64.26,0,0,4,0,70,1,0,1,0,0,0
550000.0,8209,2,1,1,1,1,67,0,1,0,1,70,0,0,1,0,0,0
1070000.0,12109,2,2,1,1,2,88.37,0,0,0,1,70,1,0,1,0,0,0
860000.0,7890,3,2,1,1,1,109,0,2,0,1,70,0,0,1,0,0,0
420000.0,6667,2,1,1,1,1,63,0,0,0,1,70,0,1,0,0,0,0
1820000.0,12744,4,2,1,2,0,142.82,0,0,0,1,70,1,1,1,0,0,0
620000.0,8069,2,2,1,1,2,76.84,0,0,0,1,70,1,1,0,0,0,0
1250000.0,9192,3,2,1,2,2,136,0,0,0,1,50,0,0,1,0,0,0
860000.0,9109,2,2,1,1,0,94.42,0,1,0,1,70,1,0,1,0,0,0
900000.0,9193,2,2,1,1,1,97.91,0,0,4,1,70,1,0,1,0,0,0
1250000.0,14009,2,2,1,1,0,89.23,0,0,0,1,50,0,0,0,0,0,0
2200000.0,11283,3,2,2,2,2,195,0,0,0,1,70,1,0,1,0,0,0
1280000.0,10894,3,2,1,2,0,117.5,0,2,0,1,50,0,1,1,0,0,0
440000.0,7816,2,1,1,1,1,56.3,0,0,4,0,70,1,0,1,0,0,0
500000.0,8987,1,1,1,1,2,55.64,0,0,0,1,70,1,1,0,0,0,0
690000.0,8425,2,2,1,1,2,81.9,0,0,0,1,70,1,1,1,0,0,0
3400000.0,19988,3,2,1,2,1,170.11,0,0,0,1,50,0,0,0,0,0,0
1040000.0,12683,2,1,1,1,0,82,0,0,0,2,70,0,0,1,0,0,0
600000.0,8969,2,1,1,1,1,66.9,0,2,0,1,70,1,0,1,0,0,0
1270000.0,14602,2,1,1,1,1,86.98,0,0,0,1,50,1,0,0,0,0,0
585000.0,8910,2,1,1,1,0,65.66,0,0,1,1,50,1,0,1,0,0,0
1150000.0,13226,2,2,1,1,0,86.95,0,2,0,0,70,1,0,0,0,0,0
750000.0,8334,2,2,1,1,1,90,0,0,0,1,70,0,1,1,0,0,0
1350000.0,16344,2,2,1,1,2,82.6,0,0,0,2,70,1,0,0,0,0,0
500000.0,12795,1,0,1,1,2,39.08,0,0,0,1,50,1,0,0,0,0,0
1880000.0,15933,3,1,1,2,2,118,0,0,0,1,70,0,0,1,0,0,0
450000.0,9055,1,1,1,1,2,49.7,0,0,0,0,70,1,0,1,0,0,0
560000.0,8562,2,1,1,1,2,65.41,0,0,4,0,70,0,0,1,0,0,0
978000.0,12534,2,2,1,1,1,78.03,0,0,0,1,70,1,1,0,0,0,0
1550000.0,16490,3,1,1,1,0,94,0,0,0,1,70,0,0,1,0,0,0
810000.0,10360,2,1,1,1,0,78.19,0,0,0,1,50,0,0,1,0,0,0
430000.0,9694,1,1,1,1,2,44.36,0,1,0,1,70,1,1,1,0,0,0
1200000.0,13352,2,1,1,1,1,89.88,0,0,0,1,70,1,1,1,0,0,0
1490000.0,14869,2,2,1,1,2,100.21,0,0,0,1,70,0,0,1,0,0,0
820000.0,11375,1,1,1,1,0,72.09,0,2,0,1,50,1,1,1,0,0,0
950000.0,7398,3,2,1,2,1,128.43,0,2,0,1,50,1,0,0,0,0,0
880000.0,10074,3,1,1,1,1,87.36,0,0,0,1,50,0,1,1,0,0,0
1030000.0,13507,3,2,1,1,1,76.26,0,0,0,1,70,1,1,0,0,0,0
710000.0,9030,2,1,1,1,1,78.63,0,0,4,1,70,1,1,1,0,0,0
885000.0,9316,2,1,1,1,1,95,0,0,4,1,70,0,0,1,0,0,0
710000.0,8380,2,2,1,1,2,84.73,0,0,0,2,70,0,0,1,0,0,0
1750000.0,16667,2,2,1,1,1,105,0,0,0,1,70,0,0,1,0,0,0
1580000.0,17174,2,2,1,1,1,92,0,0,0,1,50,0,1,1,0,0,0
1150000.0,12385,2,2,1,1,0,92.86,0,0,0,0,50,1,0,1,0,0,0
640000.0,8000,2,2,1,1,2,80,0,0,0,1,50,1,1,1,0,0,0
650000.0,7432,2,1,1,1,0,87.46,0,0,0,1,70,1,0,1,0,0,0
580000.0,12790,1,1,1,1,1,45.35,0,0,0,1,70,1,0,1,0,0,0
500000.0,8015,2,1,1,1,2,62.39,0,2,0,2,70,1,1,0,0,0,0
950000.0,11952,2,2,1,1,0,79.49,0,0,0,1,50,1,0,1,0,0,0
860000.0,7963,2,2,1,1,2,108,0,0,2,0,70,1,0,1,0,0,0
970000.0,13341,2,1,1,1,2,72.71,0,2,0,1,70,1,0,0,0,0,0
1320000.0,15031,2,2,1,1,1,87.82,0,0,4,1,50,1,1,0,0,0,0
745000.0,8564,2,1,1,1,1,87,0,2,0,1,70,1,1,1,0,0,0
958000.0,11543,2,1,1,1,2,83,0,0,0,1,50,1,0,1,0,0,0
690000.0,9561,2,1,1,1,2,72.17,0,0,0,2,50,1,1,0,0,0,0
1220000.0,12990,2,1,1,1,0,93.92,0,0,0,1,50,1,0,0,0,0,0
1350000.0,13637,2,1,1,1,2,99,0,0,0,1,50,1,1,1,0,0,0
1390000.0,14347,3,2,1,2,2,96.89,0,0,0,2,70,1,0,0,0,0,0
1950000.0,15854,3,2,1,2,0,123,0,0,0,1,70,0,1,0,0,0,0
710000.0,8503,2,1,1,1,2,83.5,0,0,0,1,70,0,0,1,0,0,0
1800000.0,18137,2,2,1,1,2,99.25,0,0,0,1,50,0,0,0,0,0,0
780000.0,12806,1,1,1,1,2,60.91,0,2,0,1,70,1,1,0,0,0,0
1420000.0,17190,2,2,1,1,0,82.61,0,0,0,1,70,0,1,0,0,0,0
2250000.0,18510,3,2,1,2,0,121.56,0,0,0,1,50,0,1,0,0,0,0
480000.0,10700,1,0,1,1,2,44.86,0,1,0,1,50,1,0,0,0,0,0
410000.0,7165,1,1,1,1,1,57.23,0,0,0,0,70,1,0,0,0,0,0
1700000.0,15504,3,2,1,2,2,109.65,0,0,0,1,50,1,1,0,0,0,0
1050000.0,12991,3,1,1,1,1,80.83,0,0,0,2,70,0,1,0,0,0,0
1150000.0,12580,2,2,1,1,2,91.42,0,0,0,1,50,1,0,0,0,0,0
2000000.0,15762,3,2,1,1,2,126.89,0,0,4,1,70,1,0,0,0,0,0
1070000.0,11450,2,2,1,1,1,93.45,0,0,0,0,50,1,0,0,0,0,0
1290000.0,10248,3,2,1,2,0,125.88,0,0,0,0,70,1,0,0,0,0,0
930000.0,10955,2,2,1,1,1,84.9,0,0,0,2,50,1,0,0,0,0,0
1350000.0,13329,2,2,1,1,2,101.29,0,0,0,1,70,1,0,0,0,0,0
890000.0,11931,2,1,1,1,0,74.6,0,0,0,1,70,1,1,0,0,0,0
1080000.0,10079,2,2,1,1,1,107.16,0,0,0,1,50,0,1,0,0,0,0
520000.0,6825,2,1,1,1,2,76.2,0,0,4,0,70,1,0,0,0,0,0
2080000.0,17583,3,2,1,2,0,118.3,0,0,0,1,70,0,0,0,0,0,0
1690000.0,18370,2,2,1,1,1,92,0,0,0,1,50,0,0,0,0,0,0
1900000.0,18632,3,2,1,1,2,101.98,0,0,0,2,70,1,1,0,0,0,0
1720000.0,13205,3,2,1,2,0,130.26,0,0,0,1,70,1,0,0,0,0,0
818000.0,5509,3,2,1,2,2,148.5,0,0,0,2,70,1,0,0,0,0,0
1100000.0,13335,2,1,1,1,1,82.49,0,0,4,0,70,0,0,0,0,0,0
2350000.0,18435,3,2,1,1,1,127.48,0,0,0,1,50,0,0,0,0,0,0
1550000.0,17408,2,1,1,1,0,89.04,0,0,0,0,50,1,0,0,0,0,0
840000.0,9268,2,2,1,1,0,90.64,0,2,4,1,70,0,1,0,0,0,0
910000.0,11004,2,1,1,1,1,82.7,0,0,4,1,70,0,1,1,0,0,0
780000.0,9432,3,2,1,1,1,82.7,0,0,4,1,70,1,0,0,0,0,0
890000.0,10230,2,2,1,1,0,87,0,0,0,1,70,0,0,1,0,0,0
2150000.0,17497,3,2,1,2,0,122.88,0,0,0,1,50,0,0,0,0,0,0
1230000.0,14109,2,2,1,1,2,87.18,0,0,0,1,50,0,1,0,0,0,0
950000.0,12271,2,2,1,1,1,77.42,0,0,0,1,70,1,1,0,0,0,0
970000.0,11590,2,1,1,1,0,83.7,0,0,0,1,70,0,1,0,0,0,0
1220000.0,12595,2,1,1,1,2,96.87,0,0,0,0,50,1,0,0,0,0,0
2680000.0,18726,3,2,1,2,0,143.12,0,0,0,1,50,1,0,0,0,0,0
920000.0,11440,2,2,1,1,1,80.42,0,0,0,1,70,1,1,0,0,0,0
980000.0,7260,3,2,1,2,0,135,0,2,0,1,70,1,0,1,0,0,0
440000.0,7296,1,1,1,1,1,60.31,0,0,4,1,50,0,0,0,0,0,0
2400000.0,17818,3,2,1,2,0,134.7,0,0,4,1,50,0,0,1,0,0,0
490000.0,6476,2,1,1,1,1,75.67,0,0,0,0,70,0,0,1,0,0,0
385000.0,6453,2,1,1,1,1,59.67,0,2,2,0,70,1,0,1,0,0,0
1300000.0,10514,3,2,1,2,1,123.65,0,2,0,1,50,0,1,0,0,0,0
920000.0,10787,2,2,1,1,1,85.29,0,0,0,1,70,1,1,1,0,0,0
2250000.0,20090,3,2,1,2,0,112,0,0,2,1,70,0,1,1,0,0,0
1930000.0,14975,3,2,1,2,1,128.89,0,0,0,0,50,0,1,0,0,0,0
1800000.0,19481,2,2,1,1,1,92.4,0,0,0,1,70,0,0,1,0,0,0
830000.0,9432,3,2,1,1,0,88,0,0,0,1,50,1,1,1,0,0,0
1200000.0,14719,3,1,1,1,1,81.53,0,0,0,1,70,1,0,0,0,0,0
1290000.0,14550,2,2,1,1,1,88.66,0,0,0,1,50,1,0,1,0,0,0
2150000.0,21110,2,2,1,1,1,101.85,0,0,0,1,50,1,0,0,0,0,0
990000.0,11172,2,2,1,1,2,88.62,0,0,0,1,50,0,1,1,0,0,0
810000.0,9530,2,1,1,1,2,85,0,0,0,0,70,1,1,1,0,0,0
608000.0,9968,2,1,1,1,1,61,0,0,0,1,70,1,0,1,0,0,0
1460000.0,14895,2,2,1,1,0,98.02,0,0,0,2,70,1,0,1,0,0,0
1608000.0,12697,3,2,1,1,1,126.65,0,0,0,1,70,0,1,0,0,0,0
1190000.0,12827,2,2,1,1,1,92.78,0,0,0,1,70,0,0,0,0,0,0
790000.0,8419,2,1,1,1,0,93.84,0,0,1,0,70,1,0,1,0,0,0
550000.0,7747,2,1,1,1,1,71,0,0,4,0,70,0,0,1,0,0,0
1150000.0,11872,2,2,1,1,1,96.87,0,0,0,0,70,1,0,1,0,0,0
480000.0,8572,2,1,1,1,1,56,0,0,4,0,70,1,0,1,0,2,0
730000.0,8055,2,1,1,1,2,90.63,0,0,1,1,70,0,1,0,0,0,0
420000.0,9033,1,1,1,1,1,46.5,0,0,0,1,50,0,1,1,0,0,0
2350000.0,16434,3,2,1,2,1,143,0,0,0,0,70,0,0,0,0,0,0
1060000.0,11649,2,2,1,1,1,91,0,0,0,1,70,1,0,1,0,0,0
580000.0,7533,2,1,1,1,2,77,0,0,0,1,70,0,1,1,0,0,0
1050000.0,16479,2,1,1,1,2,63.72,0,0,0,1,70,1,0,0,0,0,0
1200000.0,13595,2,2,1,1,1,88.27,0,0,0,0,70,1,1,1,0,0,0
1090000.0,13791,2,2,1,1,1,79.04,0,0,0,1,70,1,1,0,0,0,0
950000.0,11875,2,1,1,1,2,80,0,0,0,1,50,1,1,1,0,0,0
670000.0,11397,2,1,1,1,2,58.79,0,0,0,1,50,0,1,1,0,0,0
710000.0,8365,2,1,1,1,2,84.88,0,0,0,1,70,1,0,1,0,0,0
288000.0,6960,1,1,1,1,2,41.38,0,0,4,1,70,1,0,1,0,0,0
1350000.0,18244,2,1,1,1,1,74,0,0,0,0,70,1,0,1,0,0,0
470000.0,6756,2,1,1,1,1,69.57,0,0,0,0,70,0,0,1,0,0,0
465000.0,8480,2,1,1,1,1,54.84,0,0,4,0,50,1,1,1,0,0,0
1600000.0,18864,2,2,1,1,1,84.82,0,0,0,1,70,1,1,1,0,0,0
1800000.0,20000,2,1,1,1,2,90,0,0,0,1,50,0,0,1,0,0,0
1770000.0,13950,3,2,1,2,1,126.89,0,0,4,0,70,1,1,1,0,0,0
1020000.0,12029,2,1,1,1,2,84.8,0,0,0,1,70,0,1,1,0,0,0
960000.0,9240,2,2,1,1,0,103.9,0,0,0,1,70,0,0,1,0,0,0
1050000.0,11608,2,2,1,1,1,90.46,0,0,0,1,50,1,0,0,0,0,0
700000.0,9396,2,1,1,1,2,74.5,0,0,0,1,70,0,1,0,0,0,0
800000.0,8042,2,1,1,1,0,99.48,0,0,0,1,70,0,1,1,0,0,0
980000.0,12212,2,1,1,1,1,80.25,0,0,0,1,70,1,1,0,0,0,0
1130000.0,12930,3,1,1,1,1,87.4,0,0,0,1,70,0,1,1,0,0,0
990000.0,11013,3,2,1,1,2,89.9,0,0,0,1,70,1,1,1,0,0,0
710000.0,8524,2,2,1,1,2,83.3,0,0,0,1,70,0,0,0,0,0,0
820000.0,10433,2,1,1,1,2,78.6,0,0,0,1,70,1,1,1,0,0,0
2850000.0,21478,3,2,1,2,1,132.7,0,0,0,1,50,1,0,1,0,0,0
1220000.0,15853,2,2,1,1,2,76.96,0,0,0,1,70,0,0,1,0,1,0
700000.0,8253,2,2,1,1,2,84.82,0,0,0,1,70,0,1,1,0,0,0
630000.0,11814,2,1,1,1,0,53.33,0,0,0,2,70,1,1,1,0,0,0
1000000.0,12934,2,1,1,1,1,77.32,0,0,0,1,70,1,1,1,0,0,0
1080000.0,13319,3,2,1,1,1,81.09,0,0,0,1,70,0,1,1,0,0,0
1000000.0,12927,2,1,1,1,1,77.36,0,0,0,1,70,0,0,1,0,0,0
1600000.0,11965,3,1,1,2,1,133.73,0,2,0,1,70,1,1,1,0,0,0
1080000.0,9562,3,2,1,2,2,112.95,0,0,0,1,70,0,1,0,0,0,0
1800000.0,14517,3,2,1,1,0,124,0,0,0,1,70,1,0,1,0,0,0
1070000.0,11506,3,2,1,1,0,93,0,0,0,1,70,0,1,1,0,0,0
1500000.0,14693,2,2,1,1,1,102.09,0,0,4,2,70,0,0,1,0,0,0
1070000.0,16840,2,2,1,1,1,63.54,0,0,0,1,70,1,1,1,0,0,0
720000.0,9463,2,1,1,1,0,76.09,0,0,0,1,50,0,1,1,0,0,0
780000.0,15373,1,0,1,1,0,50.74,0,2,0,1,50,1,0,1,0,0,0
880000.0,14413,1,1,1,1,1,61.06,0,0,4,1,50,1,0,0,0,0,0
1150000.0,12233,2,1,1,1,1,94.01,0,0,0,1,50,0,0,1,0,0,0
1320000.0,14528,2,2,1,1,2,90.86,0,0,0,1,50,1,0,0,0,0,0
1500000.0,15561,2,2,1,1,2,96.4,0,0,4,1,70,1,1,0,0,0,0
390000.0,6071,1,1,1,1,2,64.24,0,0,0,2,70,1,1,0,0,0,0
760000.0,9744,2,1,1,1,0,78,0,0,0,0,50,0,0,1,0,0,0
1730000.0,18723,2,2,1,1,0,92.4,0,0,2,1,70,0,0,0,0,0,0
1900000.0,21720,2,2,1,1,1,87.48,0,0,0,0,50,1,0,0,0,0,0
1790000.0,17883,2,1,1,1,2,100.1,0,0,0,1,70,1,0,0,0,0,0
730000.0,10728,1,1,1,1,1,68.05,0,1,0,0,50,1,1,0,0,0,0
598000.0,7036,2,2,1,1,2,85,0,0,0,1,70,1,0,1,0,0,0
1150000.0,14712,2,2,1,1,1,78.17,0,0,0,2,70,1,1,1,0,0,0
1100000.0,10396,3,2,1,1,1,105.82,0,0,0,1,70,0,1,1,0,0,0
950000.0,9938,2,2,1,1,0,95.6,0,2,0,0,70,0,0,1,0,0,0
876000.0,9031,2,1,1,1,0,97,0,0,4,1,70,1,0,1,0,0,0
900000.0,20975,1,1,1,1,2,42.91,0,0,0,1,70,1,0,0,0,0,0
1600000.0,15937,3,2,1,1,0,100.4,0,0,0,2,70,0,1,1,0,0,0
518000.0,8492,2,1,1,1,0,61,0,0,1,1,70,1,0,1,0,0,0
620000.0,6819,2,1,1,1,2,90.93,0,0,0,1,70,0,0,1,0,0,0
700000.0,12174,1,1,1,1,1,57.5,0,0,1,0,70,1,0,1,0,0,0
670000.0,8539,2,2,1,1,1,78.47,0,0,0,2,70,0,0,1,0,0,0
570000.0,7308,2,1,1,1,2,78,1,0,0,2,70,1,0,1,0,0,0
1650000.0,12064,3,2,1,2,2,136.78,0,0,0,0,50,0,0,1,0,0,0
1030000.0,9676,2,2,1,1,1,106.45,0,0,0,1,50,1,0,1,0,0,0
640000.0,7222,2,2,1,1,1,88.62,0,1,0,1,70,0,0,1,0,0,0
1430000.0,12324,3,2,1,1,0,116.04,0,0,0,0,70,0,0,1,0,0,0
690000.0,10389,1,1,1,1,0,66.42,0,2,0,1,50,1,1,1,0,0,0
1230000.0,8602,3,2,1,2,2,143,0,0,2,1,70,0,0,1,0,0,0
1970000.0,17910,3,1,1,2,0,110,0,0,0,1,70,1,0,1,0,0,0
930000.0,8692,3,2,1,2,1,107,0,0,0,0,70,0,1,1,0,0,0
1050000.0,16830,2,2,1,1,1,62.39,0,0,0,1,70,0,1,1,0,0,0
1430000.0,15715,2,2,1,1,2,91,0,0,0,1,50,0,0,1,0,0,0
750000.0,10304,2,2,1,1,2,72.79,0,0,0,2,70,1,0,1,0,0,0
680000.0,8948,2,2,1,1,1,76,0,0,0,1,70,0,0,1,0,0,0
450000.0,8413,1,1,1,1,1,53.49,0,0,1,0,70,1,0,1,0,0,0
1180000.0,13883,2,1,1,1,2,85,0,0,0,0,50,0,1,1,0,0,0
1240000.0,16696,2,1,1,1,2,74.27,0,0,0,0,50,1,0,1,0,0,0
760000.0,9560,2,2,1,1,0,79.5,0,2,0,1,70,0,0,1,0,0,0
370000.0,5433,2,1,1,1,2,68.11,0,0,0,0,70,0,0,1,0,1,0
1200000.0,14213,2,2,1,1,1,84.43,0,2,0,1,50,0,1,1,0,0,0
640000.0,10793,1,1,1,1,1,59.3,0,0,0,1,70,1,1,1,0,0,0
565000.0,10641,1,1,1,1,0,53.1,0,0,0,1,70,1,0,1,0,0,0
660000.0,10154,1,1,1,1,1,65,0,2,0,1,70,1,0,1,0,0,0
1150000.0,13001,2,1,1,1,1,88.46,0,0,4,1,70,0,0,1,0,0,0
1000000.0,10990,2,2,1,1,2,91,0,0,0,1,70,1,0,1,0,0,0
950000.0,10107,2,2,1,1,2,94,0,2,0,0,50,0,0,1,0,0,0
995000.0,9158,3,2,1,2,1,108.65,0,0,0,1,70,1,0,1,0,0,0
1860000.0,17384,2,1,1,1,0,107,0,0,0,1,70,1,1,1,0,0,0
760000.0,8782,2,1,1,1,0,86.55,0,0,0,1,50,0,1,0,0,0,0
640000.0,8385,2,1,1,1,1,76.33,0,0,0,1,50,0,0,1,0,0,0
570000.0,9194,1,1,1,1,2,62,0,1,0,0,70,1,0,1,0,0,0
930000.0,9588,2,1,1,1,1,97,0,0,0,1,70,1,0,1,0,0,0
450000.0,8182,1,1,1,1,2,55,0,0,4,0,50,0,0,1,0,0,0
870000.0,8447,3,2,1,2,1,103,0,0,0,1,70,1,0,1,0,0,0
520000.0,7548,2,2,1,1,1,68.9,0,0,0,0,70,0,0,1,0,0,0
570000.0,7125,2,1,1,1,1,80,0,0,0,1,50,1,0,1,0,0,0
720000.0,9231,2,2,1,1,1,78,0,0,0,1,50,0,0,1,0,0,0
770000.0,10601,2,2,1,1,2,72.64,0,0,0,0,70,0,1,1,0,0,0
508000.0,7363,2,1,1,1,0,69,0,0,0,1,70,1,1,1,0,0,0
1300000.0,13873,2,2,1,1,0,93.71,0,0,0,1,70,1,0,1,0,0,0
470000.0,10000,1,1,1,1,0,47,0,0,0,1,50,1,0,1,0,0,0
780000.0,14187,1,1,1,1,1,54.98,0,0,4,1,70,0,0,1,0,0,0
2450000.0,24165,2,1,1,1,0,101.39,0,0,0,1,70,1,0,1,0,0,0
1050000.0,11798,2,2,1,1,2,89,0,0,0,1,50,0,1,1,0,0,0
1180000.0,14559,2,2,1,1,0,81.05,0,0,0,1,50,0,0,1,0,0,0
1020000.0,14252,2,1,1,1,0,71.57,0,0,0,1,50,0,0,1,0,0,0
900000.0,16424,1,1,1,1,2,54.8,0,1,0,1,70,1,0,0,0,0,0
640000.0,7442,2,1,1,1,2,86,0,2,0,1,70,0,1,1,0,0,0
620000.0,8743,2,2,1,1,1,70.92,0,0,4,1,70,1,0,0,0,0,0
1000000.0,10597,2,1,1,1,2,94.37,0,0,0,0,70,1,1,1,0,0,0
1170000.0,13213,2,1,1,1,2,88.55,0,0,2,1,70,0,1,0,0,0,0
670000.0,10532,2,1,1,1,2,63.62,0,2,0,1,50,0,1,1,0,0,0
500000.0,10316,1,1,1,1,1,48.47,0,0,4,0,50,1,0,1,0,0,0
610000.0,9550,2,1,1,1,2,63.88,0,0,0,1,70,0,0,1,0,0,0
830000.0,11124,2,1,1,1,1,74.62,0,0,0,1,70,1,0,1,0,0,0
980000.0,11432,2,2,1,1,2,85.73,0,2,0,1,50,1,0,1,0,0,0
1350000.0,14595,2,1,1,1,1,92.5,0,0,0,1,50,1,0,1,0,0,0
3350000.0,20430,4,3,1,2,0,163.98,0,0,0,0,70,0,1,1,0,0,0
1210000.0,12772,2,2,1,1,0,94.74,0,0,4,1,50,0,1,1,0,0,0
700000.0,7811,2,2,1,1,2,89.62,2,0,0,1,70,0,0,1,0,0,0
850000.0,8019,2,1,1,1,2,106,0,0,0,1,70,1,0,1,0,0,0
560000.0,8081,2,1,1,1,2,69.3,0,0,4,1,70,1,0,1,0,0,0
900000.0,10006,2,1,1,1,0,89.95,0,0,0,1,70,1,0,1,0,0,0
980000.0,10951,2,2,1,1,0,89.49,0,0,0,1,50,0,1,0,0,0,0
1570000.0,17639,2,2,1,1,2,89.01,0,0,0,1,70,0,1,0,0,0,0
980000.0,9290,2,1,1,1,2,105.5,0,0,0,1,70,1,0,1,0,0,0
700000.0,18868,1,1,1,1,2,37.1,0,0,4,0,70,0,0,1,0,0,0
700000.0,10045,2,1,1,1,1,69.69,0,0,4,0,70,0,0,1,0,0,0
1880000.0,16830,3,2,1,2,1,111.71,0,0,0,1,70,1,0,1,0,0,0
420000.0,7416,2,1,1,1,1,56.64,0,0,4,0,70,0,0,1,0,0,0
350000.0,7162,1,1,1,1,1,48.87,0,0,0,0,70,1,1,1,0,0,0
565000.0,10264,1,1,1,1,1,55.05,0,1,4,0,70,1,0,1,0,0,0
580000.0,6909,2,1,1,1,2,83.95,0,0,0,0,70,1,0,1,0,0,0
495000.0,6559,2,1,1,1,2,75.47,0,0,0,1,50,1,1,1,0,0,0
1230000.0,12179,2,2,1,1,0,101,0,0,0,1,70,1,1,1,0,0,0
2400000.0,19200,3,2,1,1,1,125,0,0,0,1,70,0,1,1,0,0,0
1650000.0,17554,3,1,1,1,1,94,0,0,0,1,70,1,0,1,0,0,0
640000.0,11221,2,1,1,1,2,57.04,2,0,0,1,70,0,1,0,0,0,0
